Unnamed: 0,Emotion,Text,Clean_Text
30893,sadness,The awkward moment when your bag and wallet get locked in the French room.  ,awkward moment bag wallet locked French room
30895,joy,Words bubbled in Jay 's mind with an absurdly happy smile . ,Words bubbled Jay s mind absurdly happy smile 
30896,joy,Helping mom with yardwork &amp; putting christmas stuff up ,Helping mom yardwork amp putting christmas stuff
30897,joy,Just remembered I work at Express on Black Friday. ,remembered work Express Black Friday
30899,sadness,last mcc ever tomorrow &amp; so many people aren't going.... :(:(,mcc tomorrow amp people going :(:(
30900,neutral, no . ,
30901,sadness, .. I miss Family Matters and Step by Step , miss Family Matters Step Step
30902,sadness,"And Ryan had spent more than one night under the roof with her , she remembered in bitter anguish . ",Ryan spent night roof  remembered bitter anguish 
30903,joy,When I passed an exam which I had failed last year.,passed exam failed year
30904,joy,And i was so happy when i met this 40 year old lady who still played video games. ,happy met 40 year old lady played video games
30905,joy,the feeling you get when you haven't seen a loved one in a long time and they drop by for a surprised visit. #Happiness #love #Log,feeling seen loved long time drop surprised visit #Happiness #love #Log
30906,joy,"&quot;@legomo: El hightlight del fin de semana, fue el clavado de en la piscina de @MadamePoshe #ternurita&quot;//jajajajaja staba p'grabarlo",quot  El hightlight del fin de semana fue el clavado de en la piscina de   #ternuritaquot//jajajajaja staba pgrabarlo
30907,neutral," Oh no , Ari . I didn ’ t mean for you to pay for me when I invited you to go tonight . Let ’ s go Dutch . I ’ ll pay my own way . I insist . ",Oh  Ari  ’ mean pay invited tonight  Let ’ Dutch  ’ pay way  insist 
30908,sadness,Somtimes i wish i had a better life a good one where i can smile ,Somtimes wish better life good smile
30909,sadness,But why does Mr Ross always look sad ? ,Mr Ross look sad 
30910,sadness," No , I'm sorry we don't . We accept credit cards and cash . ", Im sorry  accept credit cards cash 
30911,joy, I can't agree more . ,cant agree 
30912,anger,"` Then you can do so today -- at the barbecue , "" Lucy hissed , suddenly infuriated with them both , although more so with Silas than with Doreen . ", today  barbecue   Lucy hissed  suddenly infuriated  Silas Doreen 
30913,sadness,"This house is very nice for me , but I can ’ t afford it in a lump sum . ",house nice  ’ afford lump sum 
30914,sadness,GOSH! I miss football so much! ,GOSH miss football much
30916,sadness,They were on the top floor of an old house and he was very cold and very miserable . ,floor old house cold miserable 
30917,joy, Yes . I am very glad to have the chance . ,Yes  glad chance 
30918,joy,"Het kost een paar smsjes vér buiten je bundel, maar dan heb je wel een vrije woensdagavond...  ",Het kost een paar smsjes vér buiten je bundel maar dan heb je wel een vrije woensdagavond
30919,sadness,I don't know what's more sad - that I asked my brother to drive me somewhere or that I'm 3 years older and don't even have a G1 ,know whats sad  asked brother drive Im 3 years older G1
30922,sadness,Bye November  :( Time for me to start me holiday homework~ D: ,Bye November :( Time start holiday homework~ D:
30923,joy,"Why I love Jen - she gives back. All. the. time. RT @manifestyogajen: What can you do, right now, to make someone smile?  ",love Jen  gives back All the time RT   do right now smile
30925,sadness,When I crashed my car and it had to be scrapped then.  It was my fault and I feel depressed as I miss the car.,crashed car scrapped then fault feel depressed miss car
30927,joy,But I remember the excitement in my children 's faces . ,remember excitement children s faces 
30928,joy,Love driving home and seeing our Christmas lights on...  #memories,Love driving home seeing Christmas lights on #memories
30929,anger,"Her father was cross with her , if not downright angry , and she felt like weeping inside . ",father cross  downright angry  felt like weeping inside 
30930,joy,"Set your intentions,do it now:) adjust ur mindset accordingly &amp;check your ego at the door.Monday is here, its all yours.  ",Set intentionsdo now:) adjust ur mindset accordingly ampcheck ego doorMonday here yours
30932,neutral, No problem . ,problem 
30933,joy,It hurts I ain't Gonne lie but it doesn't hurt as bad as it could ,hurts aint Gonne lie hurt bad
30934,sadness,"And, mom thinks I have the flu. So I may or may not show up later. ",And mom thinks flu later
30935,joy,Just gave one of my kids his firm to shop with a cop for Christmas. He was so excited! #iamblessed,gave kids firm shop cop Christmas excited #iamblessed
30936,joy,"Nevertheless , your father ( and mother , too for that matter ! ) may well be very pleased if your boyfriend takes the time to have a chat with them . ", father ( mother  matter  ) pleased boyfriend takes time chat 
30937,joy,"@ramyakannan for me, it's usually Rs.10 note and bus ticket but still ",  me usually Rs10 note bus ticket
30939,joy,In a week and a half I'll be in Disneyland just gotta get through a couple of finals #happiestplaceonearth,week half Ill Disneyland gotta couple finals #happiestplaceonearth
30940,sadness,I know im sorry RT @ChristyyBeEasyy: @itsAnelizz you better.....ill try and forgive you not being here for my big 21....,know im sorry RT     betterill try forgive big 21
30941,sadness,@elpea_ox you guys missed out on free shots from nick! We got them right after you left ,  guys missed free shots nick got right left
30942,anger,Got all my journal done but vocabulary 9 and 10 an sentences for them then took at shower brushed teeth an now maybe I can get to bed ,Got journal vocabulary 9 10 sentences took shower brushed teeth maybe bed
30943,joy,"I feel so dizzy, I feel nauseous, and my head hurts like a bitch. ",feel dizzy feel nauseous head hurts like bitch
30945,joy,Helping mom decorate the house and listening to xmas music ,Helping mom decorate house listening xmas music
30946,joy,@alicearnold1 Oooh got Red Mist SIGNED last night at an evening with Pat C in Harrogate ,  Oooh got Red Mist SIGNED night evening Pat C Harrogate
30947,anger,"I swear if one more person comes up to me and tries to get me a prom date , I might just EXPLODE !!!   #promsnotforawhile",swear person comes tries prom date  EXPLODE  #promsnotforawhile
30949,neutral, You come dressed in anything from the sixties . ,come dressed sixties 
30950,neutral," You have your library card , right ? ",library card  right 
30951,joy,When we got a young dog.,got young dog
30952,sadness,"He was a plodding lugubrious fellow , and we were delighted with his Wodehousian name . ",plodding lugubrious fellow  delighted Wodehousian 
30954,joy,"The best thing about thanksgiving dinner besides eating is me, mom, and dad cooking together in the kitchen!  ",best thing thanksgiving dinner eating me mom dad cooking kitchen
30955,sadness,The saddest moment in my life was when I lost my younger sister a few years back.,saddest moment life lost younger sister years back
30956,joy,Zoo lyk dat RT @majeed_gh buhahaha funny toy Jonny bravo “@iamtheMadio: Lyk u go kill urself out of RT @majeed_gh but I nice pas,Zoo lyk dat RT   buhahaha funny toy Jonny bravo “  Lyk u kill urself RT   nice pas
30957,joy,Lab Final tomorrow. ,Lab Final tomorrow
30959,sadness,Watching the last  episode.I cried and I'm still crying :'( why is every end so sad?? ,Watching episodeI cried Im crying :( end sad
30961,anger,Made mistakes in exam.,mistakes exam
30963,anger,And she was furious that Mr Clarke did not break the news to her before holding a Press conference . ,furious Mr Clarke break news holding Press conference 
30964,sadness,"` I only hope you 're right ! "" he said in anguished tones . ", hope re right   said anguished tones 
30965,sadness,"I felt pierced to the heart , dejected and lonely . ",felt pierced heart  dejected lonely 
30966,sadness,When I noticed obvious marks of old age (in a negative sense) on a close relative of mine.,noticed obvious marks old age (in negative sense) close relative mine
30973,joy,"1500 words down, only 1000 left to go of my media business coursework ",1500 words down 1000 left media business coursework
30975,sadness,My mother's death.,mothers death
30976,anger,"One day my room-mate started imitating me, doing what I had done a few hours back.  I got very angry and started beating him up.",day roommate started imitating me hours back got angry started beating up
30977,anger,At the core of anger is either fear or hurt. Learn to forgive for the hurt &amp; you will resolve a lot of your issues.,core anger fear hurt Learn forgive hurt amp resolve lot issues
30978,joy,We just delivered a Christmas package to a family in need. You should have seen the kids' excitement! ,delivered Christmas package family need seen kids excitement
30980,joy,His amusement at the scene was rekindled . ,amusement scene rekindled 
30982,joy,"2 and 3/4 pages out of 5, saving the rest for tomorrow ",2 3/4 pages 5 saving rest tomorrow
30984,anger,"She seemed nervous at first , then almost resentful of the older woman 's presence . ",nervous  resentful older woman s presence 
30985,joy,mid terms begin next week. ,mid terms begin week
30987,joy,I am so glad that I'm finally standing on Indonesian land. ,glad Im finally standing Indonesian land
30988,sadness,The smiles hide the anguish . ,smiles hide anguish 
30989,anger,Remind me again why I am a giants fan  but other guys need to step up ,Remind giants fan guys need step
30990,joy," Not so soon . It ’ s not my birthday today . Well , you ’ ll come , won ’ t you ? ",soon  ’ birthday today   ’ come  ’ 
30991,joy,Community all day long ☹,Community day long ☹
30992,joy,BCPE. New Women's Christmas. Christmas sweaters and shirts. Nutcracker with ST family. ST Christmas party. Christmas music. 22 days. ,BCPE New Womens Christmas Christmas sweaters shirts Nutcracker ST family ST Christmas party Christmas music 22 days
30993,sadness,@Soukaynaaa ouch!! I thought you'd be less focused on them n more focused on my booty? =[ #fml #iwannakillmyself &#xA;&#xA;&#xA;#lmao,  ouch thought focused n focused booty =[ #fml #iwannakillmyself #xA#xA#xA#lmao
30994,sadness,"For the loss of a close friend or relative, but you feel grief when you are away from home, too.",loss close friend relative feel grief away home too
30995,joy,"home from work, now time to finish up my homework ",home work time finish homework
30996,joy, & is not the absence of suffering. It is the presence of God.&quot;&#xA;Robert Schuller, absence suffering presence Godquot#xARobert Schuller
30997,anger,Ah ! No ! Damn it ! ,Ah   Damn 
30998,sadness,"I was very sad when I could not take the M.A (I) exams due to illness, and a relative of mine disheartened me about it.",sad MA (I) exams illness relative disheartened it
30999,joy,5 more hours then back to base :] ,5 hours base :]
31000,neutral," It ’ s a story about a policemen who is investigating a series of strange murders . I play the part of the detective . He has to catch the killer , but there ’ s very little evidence . It ’ s a psychological th ",’ story policemen investigating series strange murders  play detective  catch killer  ’ little evidence  ’ psychological th
31003,joy,"room clean, bed made, laundry done. only thing left is homework. ",room clean bed made laundry done thing left homework
31004,sadness,No Pan Am tonight... T. Swift is super awkward btw.. #weird,Pan tonight T Swift super awkward btw #weird
31006,joy,I hate traveling.. About to me on a wonderful four hour flight that only gets me to LA ,hate traveling wonderful hour flight gets LA
31007,neutral, Maybe . ,Maybe 
31008,sadness," No , ma'am . I ’ m afraid you put in only one quarter and one dime . ", maam  ’ afraid quarter dime 
31009,anger,"My friend half-teasingly called me a bad nickname.  I felt insulted and kicked his hip in anger.  I was stable later and did not feel angry at him.  In fact I was afraid that the other friends who were with us would think that I was an intolerant person.  However I could not apologize, so I pretended that nothing had happened and smiled when I left.  My friend did not say anything but just watched me leave.",friend halfteasingly called bad nickname felt insulted kicked hip anger stable later feel angry him fact afraid friends think intolerant person apologize pretended happened smiled left friend watched leave
31010,joy,I have about 150 pages left in a book to read that I have a test on tomorrow. #procrastinator,150 pages left book read test tomorrow #procrastinator
31011,joy," Yes , I think you ’ re right . I ’ m thinking about having a child , but not just yet . ",Yes  think ’ right  ’ thinking child  
31013,joy,just bought our christmas tree! let the decorating begin! ,bought christmas tree let decorating begin
31015,neutral,Hello . ,Hello 
31016,joy,"&quot;this alarm is set for three hours and forty-eight minutes&quot; pumped for D.C., though :)",quotthis alarm set hours fortyeight minutesquot pumped DC :)
31017,joy,Break! Think of a time when you accomplished something difficult. Enjoy the sense of achievement. #LJB,Break Think time accomplished difficult Enjoy sense achievement #LJB
31018,joy,When I met a good friend after a long time. We had had a quarrel but after two weeks I was really glad to see him again.,met good friend long time quarrel weeks glad again
31019,anger,Before the certificate examination I was very poor in Biology (the worst result in my class).  Ever since F.5 it had been getting poorer and poorer.  I had tried my best and had spent most of my time studying this subject.  Finally my results were so bad that I thought that it was just not fair.,certificate examination poor Biology (the worst result class) F5 getting poorer poorer tried best spent time studying subject Finally results bad thought fair
31020,sadness,I remember my despondency in 1926 when Abd al Karim was forced to surrender to the French . ,remember despondency 1926 Abd al Karim forced surrender French 
31021,neutral," Oh , no . I couldn ’ t possibly . ",Oh   ’ possibly 
31022,neutral, The Spur . ,Spur 
31023,anger,No I Ain't... that's how I Picked All that heavy Shit Up with no Hesitation ,Aint thats Picked heavy Shit Hesitation
31024,joy,The laws of attraction is in motion over here homeboy. Another Great day!!! More great news!!! ,laws attraction motion homeboy Great day great news
31025,anger, I really don't think it's any of your business . ,think business 
31026,sadness,"He stood there stoically , hiding his grief as Newlands announced he had received only twelve votes . ",stood stoically  hiding grief Newlands announced received votes 
31027,joy,“@radyyyyx3: Its the day before the last day of classes! #finalsweek”--- good lucky! I know you will do great XO!!!,“  day day classes #finalsweek” good lucky know great XO
31028,joy,done part 1 of the 2 part project after 6 hours #fml,1 2 project 6 hours #fml
31031,joy,"Delighted with their silver medals for reaching the final against the world champions , England saw the match open with an expected win by the world champion Jorgen Person over English champion Chen Xinhua 21-8 , 21-18 . ",Delighted silver medals reaching final world champions  England saw match open expected win world champion Jorgen Person English champion Chen Xinhua 218  2118 
31032,sadness,When I heard of the death of a friend who had just finished her training I felt very sad for she was young.,heard death friend finished training felt sad young
31033,joy,When I attended the concert of a pop singer.,attended concert pop singer
31034,joy,having to spend 5 hours walking round oxford street with my sister ,spend 5 hours walking round oxford street sister
31036,joy, Sure . ,Sure 
31037,sadness,I felt sad when a friend of mine died and I felt that something had irrevocably gone away from me.,felt sad friend died felt irrevocably gone away me
31038,sadness,He looked so crestfallen Preston felt sorry for him . ,looked crestfallen Preston felt sorry 
31042,joy,Starting my 2hr Journey from Smart Village to Nasr City #cairotraffic  #yamehawen,Starting 2hr Journey Smart Village Nasr City #cairotraffic #yamehawen
31044,sadness,"First mark of the year. Dayum, what a bad bad mark. ",mark year Dayum bad bad mark
31047,neutral, How much ? ,
31048,neutral, What ? ,
31050,sadness,I met again a very good friend after a year and realized that there had grown a certain distance between us.,met good friend year realized grown certain distance us
31051,joy,Sitting in my bathtub with all my pets home alone. ,Sitting bathtub pets home alone
31053,sadness,"A close relative was at odds with a very powerful firm.  All his things had been taken, His dad had died a little before this event.  He gathhered his children and vowed to give them a good life with a new start - the words were hollow, he bit back his tears .....I asked to be excused and then went and cried in the loo.",close relative odds powerful firm things taken dad died little event gathhered children vowed good life new start  words hollow bit tears I asked excused went cried loo
31054,joy,Elementary school trip tomorrow...,Elementary school trip tomorrow
31055,sadness,When my father died.,father died
31056,joy,"2morrow's the big Christmas party for @ServantsAnon gals! Expecting over 100 kids, a couple elves, Santa, a horse&amp;pony!  ",2morrows big Christmas party   gals Expecting 100 kids couple elves Santa horseamppony
31057,sadness,Julie is devastated to discover she is adopted and she sets out to find her natural parents . ,Julie devastated discover adopted sets find natural parents 
31058,neutral," at first , she was quite critical of her , but now that they ’ Ve been married for a few years , she ’ s starting to accept the fact that my father divorced my mother . ", critical  ’ married years  ’ starting accept fact father divorced mother 
31059,joy,Gets to spend a Monday on two hours of sleep. #killmenow,Gets spend Monday hours sleep #killmenow
31062,sadness, I feel life is meaningless without him . ,feel life meaningless 
31064,joy,Thanksgiving break is such a tease...I can't wait for Christmas break! I love everything about the hollydays ,Thanksgiving break teaseI cant wait Christmas break love hollydays
31065,joy,"Fucking annoyed can't find my debit, &amp; and they credited my credit card bill for tomorrow so 35 dollar fee -___- ",Fucking annoyed cant find debit amp credited credit card bill tomorrow 35 dollar fee 
31067,sadness,So fucking tired of finding things out last.    ,fucking tired finding things last
31068,joy,"“@krustykins: Jon bought me a luffly Radley purse yesterday @Radley_London”  very nice, lucky you!! x",“  Jon bought luffly Radley purse yesterday   nice lucky you x
31069,anger,She really was mad about what she 'd just found in her freezer . ,mad d found freezer 
31071,joy,I wish my iPod had a code on it. Now where ever it is someone can steal it. I wish it wasn't lost,wish iPod code it steal it wish lost
31072,joy," Oh , come on ! Failure is the mother of success . Don ’ t lose heart . I'm sure you'll succeed . ",Oh  come  Failure mother success  ’ lose heart  Im sure succeed 
31073,sadness,A case of unrequited love.,case unrequited love
31074,sadness,Not the finish I wanted but all around good season.  to season ,finish wanted good season season
31075,joy,"About to head out to my godson bday party then off to wrestle tonight, so geeked for this day   #joy :-)",head godson bday party wrestle tonight geeked day #joy :)
31076,sadness,@kendiesmith I miss you yet you still don't talk to me. ,  miss talk me
31078,joy,The  of Christmas continues! Second #VUFantasia Performace TONIGHT @StAndrews Presbyterian Church in Newport! See you there!,Christmas continues Second #VUFantasia Performace TONIGHT   Presbyterian Church Newport there
31079,sadness,Death of a pet rabbit. We had to give it away because my brother became allergic to it. We gave it to a man who kept animals and lots of other animals for children to watch. We went to visit our rabbit. It was badly beaten by the other rabbits and eventually died.,Death pet rabbit away brother allergic it gave man kept animals lots animals children watch went visit rabbit badly beaten rabbits eventually died
31080,anger, I've created a monster ... you're a better bayer than me ! ,Ive created monster  better bayer 
31084,joy,Lovely fresh morning here in  Bit windy though. Quick shower then a few jobs to do. & Christmas party tonight. ,Lovely fresh morning Bit windy though Quick shower jobs do  Christmas party tonight
31086,sadness,Those disabled kids on x factor have just made me cry ,disabled kids x factor cry
31087,neutral, Definitely . ,Definitely 
31088,joy,"After being to the pub, I must now spend the rest of my evening drawing boats. ",pub spend rest evening drawing boats
31089,anger,"Angry with my brother, who was making fun of me, teasing me.",Angry brother making fun me teasing me
31090,sadness,When I found out that I had failed to pass my exams during the term by one point.  The fact that exactly the same thing had happened last term did not help.,found failed pass exams term point fact exactly thing happened term help
31091,joy,Hell week started a day early ,Hell week started day early
31092,sadness,"When I was younger I was very good in apparatus gymnastics. I always won in competitions, but once I was only at the fourth place.",younger good apparatus gymnastics competitions fourth place
31093,joy,three papers due this week and now a stomach virus as well.  ,papers week stomach virus well
31095,sadness,Haha Kens tweet made me lol and now back to my seriousness... smh!,Haha Kens tweet lol seriousness smh
31096,anger," I've told him how to do that several times , but he's never listened to me . ",Ive told times  hes listened 
31097,joy,I enjoy the moments in life when motion-sensored paper towel dispensers work. ,enjoy moments life motionsensored paper towel dispensers work
31098,joy,My admittance to the University.,admittance University
31099,joy,Well that was a waste of FOUR HOURS that I can never get back... now I get to relive the terrible experience while i write this paper ,waste HOURS back relive terrible experience write paper
31100,sadness,"Gotta love those tv shows/ movies that make you cry! :,( ",Gotta love tv shows/ movies cry :(
31101,joy,Sitting on a broken bus with @terra_stenger going to a hi los gig ,Sitting broken bus   going hi los gig
31102,joy,@LaFer_94 I have an appointment with a special surgeon today hahah ,  appointment special surgeon today hahah
31103,joy,"my 1,000th tweet was to @MoniFreng regarding glitter paint and calligraphy ink. how.freakin.appropriate. in all respects. ",1000th tweet   glitter paint calligraphy ink howfreakinappropriate respects
31107,sadness,"When I had to move away from home to study, and I knew that I would not be coming back home for a long time.",away home study knew coming home long time
31109,joy,Cannibalism is not a crime! People! STOP THE HATE!  #Love #Cupcakes,Cannibalism crime People STOP HATE #Love #Cupcakes
31113,joy,See and share this with us:  becomes alive with  today. Lots of Discussion Threads have started in the Forum.  ,share us: alive today Lots Discussion Threads started Forum
31115,joy,Had a wonderful time hanging out with my  while our boys played. I love seeing my boy have fun &amp; hearing him laugh. ,wonderful time hanging boys played love seeing boy fun amp hearing laugh
31116,sadness,"The lugubrious publican had seen it as his job to repel strangers and had employed to that end an impressive armoury of taciturnity , malevolent glances , warm beer and poor service . ",lugubrious publican seen job repel strangers employed end impressive armoury taciturnity  malevolent glances  warm beer poor service 
31118,joy,got a 1000 word drama play review to write some point this evening ,got 1000 word drama play review write point evening
31119,joy,My dad has the worst cable in the world. ,dad worst cable world
31121,joy,I'm at the intersection of Food &amp; Love. I'm baking chocolate chip cookies. ,Im intersection Food amp Love Im baking chocolate chip cookies
31122,joy,We were all very worried about you and I 'm delighted you 're home again . ,worried m delighted re home 
31123,joy,Enjoying marmite and butter on toast. ,Enjoying marmite butter toast
31126,joy,It never fails..the one night I need to study the most..@lindseynenglish @Amy_E_Howard &amp; I can't stop laughing!! God knew what I needed ,failsthe night need study most    amp cant stop laughing God knew needed
31127,joy,He Need To Spend A Day An Tweet All Day ,Need Spend Day Tweet Day
31128,sadness,"Dear TV, why is it everytime I find a show I love you find some way to ruin it ur a JERK!  #ihatetv #bye #Mitchell =(",Dear TV everytime find love find way ruin ur JERK #ihatetv #bye #Mitchell =(
31129,neutral, A stop ! Wait for the lights to turn green . ,stop  Wait lights turn green 
31130,joy,"During my first week in Graz I met a girl who I had got to know in the train from Amsterdam to Graz. Although I had considered her very sympathetic, we had seperated without changing our adresses.",week Graz met girl got know train Amsterdam Graz considered sympathetic seperated changing adresses
31132,joy, Sounds nice . ,Sounds nice 
31135,anger,"656 I fucking hate you, why why why would you leave early from the start of the route?!?! ",656 fucking hate you leave early start route
31136,anger,"Being a spokesman for the union, I got into a quarrel with a colleague who had been acting disloyally over a sustained period of time.",spokesman union got quarrel colleague acting disloyally sustained period time
31138,joy,Work in 5 hours and I can't sleep ,Work 5 hours cant sleep
31139,sadness,@TURNINGTHESCREW I just wanted to punch all my friends in the face to my dudes band. ,  wanted punch friends face dudes band
31141,joy,Love how customers always think any problem in tescos is my fault. I get a huge rant about how I should change tescos. ,Love customers think problem tescos fault huge rant change tescos
31142,neutral, Yeah . I heard a lot about it . Is it really that fun ? ,Yeah  heard lot  fun 
31143,joy,"Wow!The Outlet Thanksgiving Dinner was MAH-JOR! LOVE seeing others honor, respect&amp;care so much!Food, friends, fun&amp;games were excellent! ",WowThe Outlet Thanksgiving Dinner MAHJOR LOVE seeing honor respectampcare muchFood friends funampgames excellent
31144,sadness,Good news:  leak is not the dishwasher.  Bad news: probably a pipe that will require drywall removal to attack.  ,Good news: leak dishwasher Bad news: probably pipe require drywall removal attack
31145,joy,Just as a problem shared is a problem halved so joy shared is doubled. Looking forward to my next creative moment with @nicfergus,problem shared problem halved joy shared doubled Looking forward creative moment  
31147,joy,My motorola has stopped working. Guess I'm using the Blackberry until its fixed. #hateatt,motorola stopped working Guess Im Blackberry fixed #hateatt
31149,neutral,Can you study with the radio on ? ,study radio 
31150,anger,"She picked up a pen and drew a line through the service charge , then handed the bill to the indignant guest . ",picked pen drew line service charge  handed bill indignant guest 
31151,sadness,@lexkeenan follow me back - thts the least you cud do since you dnt talk to me anymore :(:( ,  follow  thts cud dnt talk anymore :(:(
31152,sadness,that akward moment when your mom asks you to find out how much eharmony is ,akward moment mom asks find eharmony
31154,sadness,:c RT @dope_ass_pepe: Its weird how I tweet @FishyyGee but yet I've never talked to her at school?. O.o ,:c RT   weird tweet   Ive talked school Oo
31155,neutral, Poor guy . ,Poor guy 
31156,sadness,Going To Depressingly Eat a Banana Because I Have Nothing To Do this Friday Night :(  #FML,Going Depressingly Eat Banana Friday Night :( #FML
31158,anger,Its annoying when you were more confident single then you now are with your boyfriend. ,annoying confident single boyfriend
31159,joy,"@JoTweets4. Ahh, say thankyou anyway, but yeah, january I've got Biology chemistry and maths. ",  Ahh thankyou anyway yeah january Ive got Biology chemistry maths
31160,sadness," Let me see ... I'm sorry , but we don't have any more non-smoking rooms.We won't charge you for your room tonight . ",Let  Im sorry  nonsmoking roomsWe charge room tonight 
31161,sadness,"In the past two years, Oregon has 83 TD drives less than 2 minutes long. Ohio State has 93 offensive touchdowns in that same span. ",past years Oregon 83 TD drives 2 minutes long Ohio State 93 offensive touchdowns span
31163,sadness,"During the following months the School managed to carry on , but the atmosphere must have been one of great despondency . ",following months School managed carry  atmosphere great despondency 
31165,joy,"Thanks, @connexio, for the &quot;free for life&quot; account, and for the always prompt and helpful support! #usefulstuff #contacts #sync",Thanks   quotfree lifequot account prompt helpful support #usefulstuff #contacts #sync
31166,joy,The joy came when I first proposed a girl at Secondary School.,joy came proposed girl Secondary School
31167,anger, You are passing the buck . I'll be hanged if I ask you to go to the park with us . ,passing buck  Ill hanged ask park 
31168,joy,Love hate relationship ,Love hate relationship
31169,anger,Need to go to da gun range to relieve sum ,Need da gun range relieve sum
31170,sadness,&quot;@RafikiJ: I never fail to get sick during dead week #frustration #mybodyhashorribletiming&quot; dude me too #crap,quot  fail sick dead week #frustration #mybodyhashorribletimingquot dude #crap
31171,sadness,Av found my inspiration 4 poetry .....strange buh i gat 3 complete pieces already :o feel lik f*ing shakespear today!,Av found inspiration 4 poetry strange buh gat 3 complete pieces :o feel lik f*ing shakespear today
31172,anger,"But today , the Oxford University Sports Director was furious at her exclusion . ",today  Oxford University Sports Director furious exclusion 
31173,sadness,Certain man are trying to make their riches by playing roulette.. #DiscombobulatedMindset,Certain man trying riches playing roulette #DiscombobulatedMindset
31174,sadness, I just lost my job . My boss just told me . ,lost job  boss told 
31177,neutral, How do you know it's going to be so fun ? ,know going fun 
31178,joy,needs to start living for  only gonna have people who bring involved in my life.,needs start living gonna people bring involved life
31180,neutral,"Diana , do you like the perfume I gave you ? ",Diana  like perfume gave 
31182,joy,Real housewives of Orange County is back! ,Real housewives Orange County back
31183,sadness,"I can't leave for lunch for another hour, and all I'm doing is searching for pix of Todd Haley yelling to sigh over. #withyelling",cant leave lunch hour Im searching pix Todd Haley yelling sigh over #withyelling
31186,joy, museum 94.9 Sammy to be interviewed Wednesday 14th Dec 2011 about new album ...,museum 949 Sammy interviewed Wednesday 14th Dec 2011 new album 
31187,neutral, Why ? ,
31189,joy,Happiness is part of who we are. Joy is the feeling. & Tony DeLiso   ,Happiness are Joy feeling  Tony DeLiso
31193,sadness,When the Ewok tries to wake up his fallen Ewok friend.....I die every time :'(  ,Ewok tries wake fallen Ewok friendI die time :(
31194,anger,I was anxious to find out what the sellers had to say about my counter-offer . ,anxious find sellers counteroffer 
31195,sadness, I'm afraid you can't . You'll have to go out there and walk around . ,Im afraid cant  walk 
31197,joy,Finished a difficult midterm.,Finished difficult midterm
31198,sadness,I want leftover turkey but I'm not allowed to eat. ,want leftover turkey Im allowed eat
31199,joy,im sick. and i sound like a man. ,im sick sound like man
31200,joy,Waking up early tomorrow :( ,Waking early tomorrow :(
31201,sadness,not getting an advent calendar because you're a deprived child ,getting advent calendar deprived child
31202,neutral, Hope so . ,Hope 
31203,joy,"Today, look for an opportunity to change someone's life instead of pleasing your own. It is a much more rewarding experience! ",Today look opportunity change someones life instead pleasing own rewarding experience
31204,anger,"However , in this case , the crowd was angry that extra time was not going to be played and vented their fury on the pitch and the police rather than on one another . ", case  crowd angry extra time going played vented fury pitch police 
31206,sadness, was amazing. too bad the finale is next week ,amazing bad finale week
31207,joy,"As Christmas approached , the excitement of preparation began to get through to her . ",Christmas approached  excitement preparation began 
31208,joy,Ew. Have fun playing with ur pole at 630 AM! Lol RT @tcheng03 Im so tiredd! 630am practice tomorrow. ,Ew fun playing ur pole 630 AM Lol RT   Im tiredd 630am practice tomorrow
31209,joy,"@Catherinee1D @DynamiteD1VA @VasAppeninCherL (c) of McFly's old days, then i found out Tom Fletcher wrote it xD ",      (c) McFlys old days found Tom Fletcher wrote xD
31210,joy,"@theweekndxo I love House of balloons, downloading Thursday so I can fall asleep listening to it on my ipod tonight. ",  love House balloons downloading Thursday fall asleep listening ipod tonight
31211,sadness,Saying goodbye at the airport to my boyfriend who has to go to school back East. We are very close and have been together 4 years.,Saying goodbye airport boyfriend school East close 4 years
31212,sadness,@_LillyBug I can't :/ I have a respiratory infection and have to get the rest of my research together for my debate tomorrow night ,  cant :/ respiratory infection rest research debate tomorrow night
31213,joy,@teddygraham29 I feel like shit. Haha like sick. ,  feel like shit Haha like sick
31216,joy,"Ehh sick to my stomach..hope I can still fall asleep fast. 9 hrs of shopping down, nap, then 7 hrs of work. ",Ehh sick stomachhope fall asleep fast 9 hrs shopping down nap 7 hrs work
31217,anger,@morganzalot the police need to stop being pussies and clear them dirty fucks out...if i was in that traffic id be pissed ,  police need stop pussies clear dirty fucks outif traffic id pissed
31220,sadness,Black Swan is the best movie ever hands down ,Black Swan best movie hands
31221,joy,It seems there is a large soccer tournament in Las Vegas.  ,large soccer tournament Las Vegas
31222,anger, What ! I resent that ! , resent 
31224,joy,Long Titty No Nipple Having Ass Bi**h ,Long Titty Nipple Ass Bi**h
31225,sadness,Omg its only my birthday for 7 more minutes. @KingJames. Please tweet me. #dreeting @dustinzito,Omg birthday 7 minutes   tweet me #dreeting  
31226,anger,there are no venus fly traps in the god forsaken country. gah. ,venus fly traps god forsaken country gah
31227,joy,There is no pain so great as the memory of in present grief. #teamfollowback,pain great memory present grief #teamfollowback
31229,joy,Classic Christmas movies followed by hot cocoa. ,Classic Christmas movies followed hot cocoa
31230,anger,is rememered #Pain and #Fear is projecting it into the future. #Guilt comes from pain with blame. Primary pain creates #depression,rememered #Pain #Fear projecting future #Guilt comes pain blame Primary pain creates #depression
31232,joy,"But seriously , I 'm very happy that you 're staying . ",seriously  m happy re staying 
